Brand,Price,Processor_Brand,RAM_Expandable,RAM_Capacity,RAM_TYPE(DDR),Display_type,GPU_Brand,HDD(GB),Processor_Category,Display_Tier,GPU_Tier,Processor_Speed(Ghz),SSD(GB)
Dell,117215.0,AMD,Yes,8,4,LCD,AMD,0,AMD Athlon,Small,Entry-level,2.5,256
Dell,148746.5,Intel,Yes,8,4,LCD,Intel,1024,Intel I3,Small,Entry-level,1.0,256
MSI,164465.0,Intel,No,8,4,LCD,Intel,0,Intel I5,Small,Low-end,4.5,512
Lenovo,209965.0,Intel,Yes,8,4,LCD,NVIDIA,0,Intel I7,Small,Mid-end,2.5,512
ASUS,115496.5,Intel,No,8,4,LED,Intel,0,Intel I3,Small,Entry-level,3.0,256
Dell,167996.5,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,4.0,512
Other,292565.0,Intel,Yes,16,4,LCD,Intel,0,Intel I5,Small,Low-end,4.0,512
HP,101115.0,Intel,Yes,8,4,LCD,Intel,0,Intel Celeron,Small,Entry-level,3.0,512
Samsung,437465.0,Intel,No,16,LP5,LED,Intel,0,Intel I7,Small,Low-end,4.5,512
HP,89246.5,AMD,No,8,4,LCD,AMD,0,AMD Ryzen 3,Small,Entry-level,2.5,512
Dell,314996.5,Intel,No,16,4,LCD,Intel,0,Intel I7,Small,Low-end,3.0,512
Lenovo,166215.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,4.0,512
Lenovo,108465.0,Intel,No,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,2.0,512
ASUS,227465.0,AMD,Yes,8,4,LCD,NVIDIA,0,AMD Ryzen 5,Large,Mid-end,2.5,512
Lenovo,338443.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I7,Large,Mid-end,1.5,512
Lenovo,130546.5,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,3.0,512
Dell,363965.0,Intel,No,16,5,LCD,NVIDIA,0,Intel I7,Small,Low-end,3.5,512
HP,118965.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Low-end,4.0,512
Lenovo,75425.0,AMD,Yes,4,4,LCD,AMD,1024,AMD Athlon,Small,Entry-level,2.5,0
ASUS,201568.5,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Low-end,1.5,512
Other,619500.0,Intel,No,16,LP5,LCD,Intel,0,Intel I7,Large,Low-end,3.5,1024
ASUS,227465.0,Intel,Yes,8,4,LED,Intel,1024,Intel I5,Small,Low-end,2.5,256
Lenovo,153965.0,Intel,No,8,4,LED,Intel,0,Intel I5,Small,Entry-level,2.5,256
MSI,255465.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I5,Small,Mid-end,4.0,512
Acer,160965.0,AMD,No,8,LP4,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,2.0,512
MSI,475562.5,Intel,No,16,4,LED,NVIDIA,0,Intel I7,Large,High-end,3.0,1024
HP,405650.0,AMD,Yes,16,5,LCD,NVIDIA,0,AMD Ryzen 7,Large,Mid-end,4.5,512
Dell,173215.0,AMD,Yes,8,4,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,2.5,512
ASUS,314965.0,Intel,No,16,LP4,LCD,NVIDIA,0,Intel I5,Small,Low-end,2.5,512
Acer,206465.0,Intel,No,16,LP5,LCD,Intel,0,Intel I5,Small,Low-end,4.5,512
HP,167965.0,AMD,No,8,4,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,4.0,512
ASUS,201250.0,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,4.5,512
ASUS,346500.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,3.0,512
ASUS,178465.0,AMD,Yes,16,LP5,LED,AMD,0,AMD Ryzen 5,Small,Entry-level,4.0,512
HP,229383.0,AMD,Yes,8,4,LCD,NVIDIA,0,AMD Ryzen 7,Large,Mid-end,4.0,512
ASUS,106750.0,Intel,No,8,4,LCD,Intel,0,Intel Pentium,Small,Entry-level,1.0,256
Apple,699650.0,Apple,No,16,4,LCD,Apple,0,Apple M-series,Small,High-end,3.5,512
ASUS,258965.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I5,Large,Mid-end,2.5,512
Dell,276150.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,4.0,512
ASUS,407008.0,Intel,No,16,LP5,LCD,Intel,0,Intel I5,Small,Low-end,2.5,512
MSI,371623.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I7,Large,Mid-end,4.5,512
Lenovo,139965.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,2.0,256
MSI,118597.5,Intel,Yes,4,4,LCD,Intel,0,Intel I3,Small,Entry-level,2.0,256
MSI,409465.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I7,Large,Mid-end,3.5,1024
Acer,160650.0,Intel,No,8,LP5,LCD,Intel,0,Intel I3,Small,Entry-level,4.0,512
Acer,171465.0,Intel,Yes,8,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,4.5,512
ASUS,251965.0,Intel,No,16,4,LED,Intel,0,Intel I5,Small,Entry-level,1.5,512
ASUS,486188.5,AMD,No,16,4,LED,NVIDIA,0,AMD Ryzen 9,Large,Mid-end,3.5,1024
Dell,253330.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I5,Small,Low-end,2.5,512
Acer,122465.0,Intel,No,4,4,LCD,Intel,0,Intel Celeron,Small,Entry-level,1.0,256
ASUS,151900.0,Intel,No,8,4,LCD,Intel,1024,Intel I5,Small,Entry-level,1.0,0
Samsung,454965.0,Intel,No,16,LP5,LED,Intel,0,Intel I7,Small,Low-end,5.0,512
Samsung,314965.0,Intel,No,16,LP5,LED,Intel,0,Intel I7,Small,Low-end,4.5,512
Lenovo,157465.0,Intel,No,8,4,LCD,Intel,0,Intel I5,Small,Low-end,3.5,512
Samsung,297815.0,Intel,No,16,LP5,LED,Intel,0,Intel I5,Small,Low-end,5.0,512
ASUS,422765.0,AMD,No,16,4,LCD,NVIDIA,0,AMD Ryzen 9,Small,Mid-end,3.0,1024
Dell,127715.0,AMD,Yes,8,4,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,2.0,512
MSI,314965.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I7,Large,Mid-end,5.0,512
Dell,164916.5,Intel,Yes,4,4,LED,NVIDIA,0,Intel I3,Small,Low-end,2.0,512
ASUS,469280.0,Intel,No,16,LP5,LED,Intel,0,Intel I7,Small,Low-end,2.5,1024
Dell,145215.0,Intel,No,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,4.0,256
MSI,524965.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I7,Small,Mid-end,3.5,1024
ASUS,202650.0,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Low-end,1.5,512
MSI,181650.0,Intel,Yes,16,4,LCD,Intel,0,Intel I5,Small,Low-end,4.0,512
Apple,944650.0,Apple,Yes,16,4,LCD,Apple,0,Apple M-series,Large,High-end,3.5,1024
ASUS,671965.0,AMD,Yes,16,5,LCD,NVIDIA,0,AMD Ryzen 7,Large,Mid-end,4.5,1024
HP,297496.5,Intel,No,16,LP5,LCD,Intel,0,Intel I5,Small,Low-end,4.5,512
HP,328996.5,Intel,No,16,4,LCD,NVIDIA,0,Intel I7,Small,Mid-end,4.5,512
ASUS,629965.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I7,Large,Mid-end,4.5,1024
ASUS,314965.0,AMD,Yes,16,5,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,3.5,1024
ASUS,139580.0,Intel,No,8,4,LED,Intel,0,Intel I3,Small,Entry-level,2.5,256
Dell,139965.0,Intel,No,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,4.0,512
MSI,418344.5,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I7,Small,Mid-end,4.5,1024
Dell,150850.0,Intel,Yes,8,4,LCD,Intel,1024,Intel I3,Small,Entry-level,1.5,256
Lenovo,118758.5,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,1.0,512
HP,301913.5,Intel,No,16,5,LCD,NVIDIA,0,Intel I5,Large,Mid-end,4.5,512
ASUS,283465.0,AMD,No,16,LP5,LED,AMD,0,AMD Ryzen 5,Small,Entry-level,3.0,512
Dell,206496.5,Intel,Yes,8,4,LCD,Intel,1024,Intel I5,Small,Entry-level,2.5,256
Apple,1084650.0,Apple,No,32,4,LCD,Apple,0,Apple M-series,Small,High-end,3.5,1024
HP,251965.0,Intel,No,16,4,LCD,NVIDIA,0,Intel I5,Small,Low-end,4.5,512
ASUS,174650.0,AMD,Yes,16,5,LED,AMD,0,AMD Ryzen 5,Small,Entry-level,4.0,512
ASUS,229880.0,Intel,No,16,4,LCD,Intel,0,Intel I5,Large,Low-end,2.5,512
ASUS,192465.0,AMD,No,16,5,LED,AMD,0,AMD Ryzen 5,Small,Entry-level,4.0,512
ASUS,171465.0,Intel,No,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,2.5,512
Acer,118996.5,AMD,No,8,LP5,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,3.0,512
Lenovo,122465.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,3.0,256
HP,299250.0,AMD,Yes,16,5,LCD,AMD,0,AMD Ryzen 7,Small,Entry-level,4.5,1024
ASUS,221375.0,AMD,Yes,16,4,LCD,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,4.0,512
HP,357700.0,Intel,No,16,4,LCD,Intel,0,Intel I7,Small,Low-end,2.5,1024
Acer,241465.0,Intel,No,8,4,LED,Intel,0,Intel I5,Small,Entry-level,1.5,512
Dell,297496.5,AMD,No,16,4,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,3.5,512
ASUS,262465.0,Intel,Yes,16,4,LED,Intel,0,Intel I5,Small,Low-end,4.5,512
Lenovo,111125.0,AMD,Yes,8,4,LCD,AMD,0,AMD Ryzen 3,Small,Entry-level,2.5,512
Lenovo,409465.0,AMD,Yes,16,5,LCD,NVIDIA,0,AMD Ryzen 7,Large,Mid-end,3.5,512
Dell,258965.0,Intel,No,8,5,LCD,NVIDIA,0,Intel I5,Small,Mid-end,4.5,512
Dell,261765.0,Intel,No,16,5,LCD,NVIDIA,0,Intel I5,Small,Mid-end,4.5,512
HP,73115.0,AMD,No,4,4,LCD,AMD,0,AMD Athlon,Small,Entry-level,3.0,256
ASUS,472465.0,AMD,No,16,4,LED,AMD,0,AMD Ryzen 9,Small,Entry-level,4.5,1024
HP,304465.0,Intel,Yes,8,4,LCD,NVIDIA,0,Intel I7,Small,Mid-end,4.5,512
Acer,194250.0,Intel,No,16,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,1.0,512
Lenovo,692965.0,AMD,No,32,5,LCD,NVIDIA,0,AMD Ryzen 7,Large,High-end,3.0,1024
Dell,171465.0,AMD,Yes,8,4,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,2.5,512
ASUS,265996.5,Intel,No,16,4,LCD,NVIDIA,0,Intel I5,Large,Mid-end,4.0,512
MSI,279965.0,AMD,No,16,5,LCD,AMD,0,AMD Ryzen 7,Small,Mid-end,4.5,512
Other,144865.0,Intel,No,4,3,LED,Intel,0,Intel I5,Small,Entry-level,1.0,128
HP,381465.0,AMD,Yes,16,4,LCD,AMD,0,AMD Ryzen 7,Large,Mid-end,4.5,1024
Acer,132965.0,Intel,No,8,LP5,LCD,Intel,0,Intel I3,Small,Entry-level,4.0,512
Acer,132965.0,Intel,No,8,LP5,LCD,Intel,0,Intel I3,Small,Entry-level,2.0,512
Lenovo,384965.0,AMD,Yes,16,5,LCD,NVIDIA,0,AMD Ryzen 7,Large,Mid-end,3.0,1024
MSI,213496.5,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I5,Small,Mid-end,4.0,512
HP,295470.0,AMD,Yes,8,4,LCD,AMD,0,AMD Ryzen 7,Large,Mid-end,4.5,512
Dell,223965.0,Intel,Yes,8,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,2.5,512
Lenovo,223300.0,Intel,Yes,8,LP4,LCD,Intel,0,Intel I3,Small,Entry-level,3.5,512
Lenovo,247765.0,AMD,No,16,4,LCD,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,3.5,512
ASUS,226765.0,Intel,No,16,4,LED,Intel,0,Intel I5,Small,Low-end,2.5,512
MSI,384965.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I7,Large,Mid-end,5.0,1024
Lenovo,148715.0,Intel,Yes,4,4,LCD,Intel,0,Intel I3,Small,Entry-level,3.0,256
Lenovo,244965.0,AMD,No,8,4,LED,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,3.5,512
Lenovo,167646.5,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,1.5,256
HP,244996.5,Intel,No,8,4,LCD,Intel,0,Intel I5,Small,Low-end,4.5,512
HP,251965.0,AMD,No,16,4,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,4.0,512
Dell,142065.0,AMD,No,8,4,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,4.0,512
Lenovo,87496.5,AMD,Yes,4,4,LCD,AMD,1024,AMD Athlon,Small,Entry-level,2.5,0
Samsung,349996.5,Intel,No,16,4,LED,Intel,0,Intel I7,Small,Low-end,2.0,1024
Samsung,395465.0,Intel,No,16,4,LED,Intel,0,Intel I5,Small,Low-end,2.0,512
ASUS,682465.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I9,Large,High-end,2.0,1024
HP,166215.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,3.0,256
ASUS,241465.0,Intel,No,8,4,LED,NVIDIA,0,Intel I7,Small,Low-end,2.0,512
HP,233166.5,Intel,Yes,8,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,4.0,512
MSI,325465.0,Intel,Yes,16,LP5,LCD,Intel,0,Intel I7,Small,Low-end,5.0,1024
MSI,524965.0,AMD,Yes,16,4,LCD,AMD,0,AMD Ryzen 7,Small,High-end,4.0,1024
ASUS,220465.0,Intel,No,16,4,LCD,NVIDIA,0,Intel I5,Large,Mid-end,2.0,512
Other,417455.5,Intel,No,8,LP5,LCD,Intel,0,Intel I5,Large,Low-end,3.5,512
HP,241836.0,Intel,No,8,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,2.5,512
Dell,244965.0,Intel,No,8,LP5,LCD,Intel,0,Intel I5,Small,Low-end,4.5,512
MSI,434668.5,Intel,No,16,4,LED,NVIDIA,0,Intel I7,Small,High-end,3.0,1024
Lenovo,80465.0,Intel,Yes,8,4,LCD,Intel,0,Intel Celeron,Small,Entry-level,3.0,256
HP,377650.0,Intel,No,16,4,LCD,NVIDIA,0,Intel I7,Large,Mid-end,4.5,1024
HP,226096.5,Intel,No,16,4,LCD,Intel,0,Intel I5,Small,Low-end,4.5,512
Acer,349965.0,Intel,No,16,LP5,LED,Intel,0,Intel Ultra 7,Small,Low-end,1.5,1024
HP,314965.0,Intel,No,16,LP5,LCD,Intel,0,Intel I5,Small,Low-end,4.5,512
ASUS,202965.0,Intel,No,8,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,2.5,1024
MSI,327061.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I7,Large,Mid-end,4.5,512
Dell,279965.0,Intel,No,16,LP5,LCD,Intel,0,Intel I7,Small,Low-end,5.0,1024
MSI,454965.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I7,Small,Mid-end,3.5,1024
Dell,293965.0,Intel,Yes,8,4,LCD,NVIDIA,0,Intel I5,Small,Low-end,3.5,512
HP,145215.0,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,4.0,512
ASUS,132965.0,AMD,No,8,LP5,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,4.0,512
Acer,122465.0,Intel,Yes,8,4,LCD,Intel,0,Intel Pentium,Small,Entry-level,2.0,256
HP,314965.0,Intel,Yes,16,4,LCD,Intel,0,Intel I7,Small,Low-end,5.0,512
ASUS,244475.0,AMD,Yes,16,4,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,4.0,512
Apple,874650.0,Apple,Yes,16,4,LCD,Apple,0,Apple M-series,Small,High-end,3.5,1024
Other,342965.0,Intel,No,8,4,LCD,Intel,0,Intel I5,Small,Low-end,2.5,256
Lenovo,254992.5,Intel,No,8,4,LED,Intel,0,Intel I7,Small,Entry-level,2.0,512
Lenovo,120575.0,AMD,Yes,8,LP5,LCD,AMD,0,AMD Ryzen 3,Small,Low-end,2.5,512
ASUS,209965.0,Intel,No,8,4,LCD,Intel,0,Intel I5,Small,Low-end,4.5,512
ASUS,209965.0,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Low-end,1.5,512
Dell,261065.0,Intel,No,16,4,LCD,NVIDIA,0,Intel I5,Small,Low-end,3.5,512
Lenovo,209965.0,Intel,Yes,8,5,LCD,Intel,0,Intel I5,Small,Mid-end,2.5,512
ASUS,276465.0,Intel,No,16,4,LED,Intel,0,Intel I7,Small,Low-end,2.5,512
ASUS,150465.0,Intel,Yes,8,4,LED,Intel,0,Intel I3,Small,Entry-level,3.0,256
Lenovo,122465.0,AMD,Yes,8,4,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,3.0,512
Acer,185465.0,Intel,Yes,8,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,3.5,512
Lenovo,437465.0,Intel,No,16,LP5,LCD,NVIDIA,0,Intel I7,Small,Mid-end,3.5,1024
Dell,271649.0,AMD,Yes,16,4,LCD,AMD,0,AMD Ryzen 7,Large,Entry-level,2.0,512
Lenovo,303415.0,AMD,No,16,LP4,LCD,AMD,0,AMD Ryzen 7,Small,Entry-level,2.0,1024
Other,363436.5,Intel,Yes,16,LP5,LCD,Intel,0,Intel I7,Large,Low-end,3.5,512
Lenovo,468965.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I7,Small,High-end,2.0,512
ASUS,182000.0,Intel,No,8,4,LED,Intel,1024,Intel I5,Small,Entry-level,2.5,256
ASUS,402465.0,Intel,No,16,4,LCD,NVIDIA,0,Intel I7,Large,Mid-end,2.5,1024
HP,415488.5,Intel,No,16,4,LCD,Intel,0,Intel I7,Small,Low-end,3.0,512
ASUS,279965.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I5,Large,Mid-end,2.0,512
Lenovo,294301.0,Intel,No,8,4,LED,NVIDIA,0,Intel I5,Small,Low-end,2.5,512
Dell,191065.0,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,2.5,512
Lenovo,267750.0,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,2.5,512
Dell,591465.0,Intel,No,16,5,LCD,NVIDIA,0,Intel I7,Small,Mid-end,4.5,512
ASUS,485124.5,Intel,Yes,16,LP5,LED,Intel,0,Intel I7,Small,Low-end,5.0,1024
ASUS,514360.0,AMD,Yes,16,5,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,3.5,1024
Lenovo,101465.0,AMD,No,8,4,LCD,AMD,0,AMD Ryzen 3,Small,Entry-level,2.5,512
HP,349650.0,AMD,No,16,4,LCD,AMD,0,AMD Ryzen 7,Small,Entry-level,2.0,1024
MSI,276465.0,Intel,No,16,4,LCD,Intel,0,Intel I9,Small,Low-end,5.5,1024
ASUS,167930.0,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Low-end,1.5,512
ASUS,507150.0,Intel,No,16,5,LCD,NVIDIA,0,Intel I7,Small,Mid-end,2.5,1024
Lenovo,349930.0,AMD,Yes,16,5,LCD,NVIDIA,0,AMD Ryzen 7,Large,Mid-end,3.5,512
Other,279965.0,Intel,No,8,LP5,LCD,Intel,0,Intel I5,Small,Low-end,2.5,256
HP,342965.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I7,Large,Mid-end,5.0,512
HP,272965.0,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Low-end,3.5,512
Other,759447.5,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I7,Small,High-end,2.5,1024
Dell,558803.0,AMD,Yes,16,5,LCD,NVIDIA,0,AMD Ryzen 7,Small,High-end,3.0,1024
ASUS,489965.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I9,Small,Mid-end,2.5,1024
ASUS,1189965.0,Intel,Yes,32,5,LCD,NVIDIA,0,Intel I9,Large,Entry-level,2.0,1024
ASUS,310625.0,AMD,Yes,16,5,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,4.5,1024
ASUS,265272.0,Intel,Yes,16,4,LED,Intel,0,Intel I5,Small,Low-end,2.0,512
HP,198800.0,Intel,No,8,4,LCD,NVIDIA,0,Intel I5,Large,Mid-end,4.0,512
HP,272296.5,Intel,No,8,4,LCD,Intel,0,Intel I5,Small,Low-end,4.0,512
ASUS,139650.0,Intel,Yes,8,4,LED,Intel,0,Intel I3,Small,Entry-level,2.0,512
HP,231980.0,Intel,Yes,16,4,LCD,Intel,0,Intel I5,Small,Low-end,4.0,512
Dell,741965.0,Intel,No,16,5,LCD,NVIDIA,0,Intel I7,Large,Mid-end,5.0,1024
ASUS,283150.0,Intel,Yes,16,4,LCD,Intel,0,Intel I5,Small,Entry-level,4.5,512
ASUS,334141.5,Intel,Yes,16,LP5,LED,Intel,0,Intel I5,Small,Low-end,1.5,512
Other,605465.0,Intel,No,16,LP5,LCD,Intel,0,Intel I7,Small,Low-end,4.5,512
HP,357749.0,AMD,No,16,4,LCD,AMD,0,AMD Ryzen 7,Small,Entry-level,4.0,512
Lenovo,267746.5,AMD,Yes,8,4,LCD,AMD,0,AMD Ryzen 7,Small,Entry-level,1.5,512
MSI,1014965.0,Intel,Yes,32,5,LCD,NVIDIA,0,Intel I7,Small,High-end,3.5,1024
ASUS,454965.0,Intel,Yes,16,LP5,LED,Intel,0,Intel I7,Small,Low-end,5.0,1024
HP,594132.0,Intel,Yes,16,LP4,LED,Intel,0,Intel I7,Small,Low-end,4.5,1024
ASUS,586043.5,Intel,No,32,4,LCD,NVIDIA,0,Intel I7,Small,Mid-end,3.5,1024
Lenovo,130865.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,3.5,512
Lenovo,295172.5,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,4.0,512
Lenovo,220496.5,Intel,Yes,8,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,2.5,512
HP,370650.0,AMD,Yes,8,5,LCD,NVIDIA,0,AMD Ryzen 7,Large,Mid-end,4.5,512
HP,629996.5,AMD,Yes,32,5,LCD,AMD,0,AMD Ryzen 9,Large,Entry-level,5.0,1024
Lenovo,204715.0,Intel,Yes,8,4,LCD,NVIDIA,1024,Intel I5,Small,Mid-end,3.0,256
Dell,524965.0,Intel,No,16,LP5,LCD,NVIDIA,0,Intel I5,Small,Mid-end,2.5,512
HP,180215.0,Intel,No,8,4,LCD,Intel,1024,Intel I5,Small,Low-end,2.5,0
Lenovo,419965.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I7,Small,Mid-end,2.5,512
MSI,269465.0,Intel,Yes,8,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,2.0,512
ASUS,839912.5,Intel,No,32,LP5,LED,NVIDIA,0,Intel I7,Small,Mid-end,2.5,1024
HP,309750.0,AMD,Yes,8,4,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,4.0,512
MSI,598465.0,Intel,Yes,16,4,LED,NVIDIA,0,Intel I7,Small,Mid-end,2.5,1024
Dell,628190.5,Intel,No,16,LP5,LCD,NVIDIA,0,Intel I7,Small,Mid-end,4.5,1024
ASUS,727965.0,AMD,Yes,16,5,LCD,NVIDIA,0,AMD Ryzen 9,Large,High-end,5.0,1024
Dell,185496.5,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,2.5,512
ASUS,302676.5,Intel,Yes,8,4,LED,NVIDIA,0,Intel I5,Small,Mid-end,2.5,512
Lenovo,524965.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I7,Small,High-end,2.5,1024
Lenovo,594965.0,Intel,Yes,32,4,LCD,NVIDIA,0,Intel I7,Small,High-end,2.5,1024
ASUS,117600.0,Intel,Yes,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,3.5,0
MSI,178465.0,Intel,No,8,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,4.5,512
ASUS,174965.0,AMD,No,8,4,LCD,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,3.5,512
ASUS,157465.0,AMD,No,8,LP5,LED,AMD,0,AMD Ryzen 5,Small,Entry-level,3.0,512
MSI,150465.0,Intel,No,8,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,4.0,512
MSI,177450.0,Intel,No,16,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,4.0,512
Other,129465.0,Intel,No,16,LP4,LCD,Intel,0,Intel I5,Small,Low-end,1.5,512
ASUS,114096.5,Intel,No,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,1.0,256
Other,87465.0,Intel,No,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,2.0,256
MSI,139965.0,Intel,No,8,4,LCD,Intel,0,Intel I5,Small,Low-end,1.0,512
HP,215246.5,AMD,Yes,16,4,LCD,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,3.5,512
Other,90965.0,Intel,No,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,2.0,512
HP,205642.5,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,4.0,512
MSI,132300.0,Intel,No,8,4,LCD,Intel,0,Intel I5,Small,Low-end,3.5,512
Other,101465.0,Intel,No,8,LP4,LCD,Intel,0,Intel I3,Small,Entry-level,5.0,256
ASUS,148750.0,Intel,No,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,1.0,512
Dell,146965.0,Intel,No,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,4.0,512
ASUS,125965.0,AMD,No,8,4,LCD,AMD,0,AMD Ryzen 5,Small,Low-end,2.0,512
ASUS,157146.5,Intel,No,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,1.5,512
HP,195965.0,AMD,No,8,4,LCD,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,3.5,512
Lenovo,127715.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,3.5,512
MSI,201250.0,Intel,No,16,4,LCD,NVIDIA,1024,Intel I5,Small,Mid-end,4.0,256
Dell,274715.0,Intel,No,16,5,LCD,NVIDIA,0,Intel I5,Small,Mid-end,4.5,1024
MSI,220465.0,Intel,No,16,4,LCD,NVIDIA,1024,Intel I7,Small,Mid-end,3.0,256
ASUS,108465.0,Intel,Yes,8,4,LCD,Intel,0,Intel Celeron,Small,Entry-level,1.0,512
Lenovo,241115.0,Intel,No,16,5,LCD,NVIDIA,0,Intel I5,Small,Mid-end,2.0,512
Lenovo,88165.0,AMD,Yes,8,5,LCD,AMD,0,AMD Athlon,Small,Entry-level,3.5,512
ASUS,265965.0,Intel,No,16,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,2.5,512
MSI,129465.0,Intel,No,16,4,LCD,Intel,0,Intel I3,Small,Entry-level,1.0,512
HP,171465.0,AMD,No,16,4,LCD,AMD,0,AMD Ryzen 7,Small,Entry-level,4.0,512
HP,220465.0,AMD,Yes,16,4,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,3.0,512
