Brand,Price,Processor_Brand,RAM_Expandable,RAM_Capacity,RAM_TYPE(DDR),Display_type,GPU_Brand,HDD(GB),Processor_Category,Display_Tier,GPU_Tier,Processor_Speed(Ghz),SSD(GB)
MSI,125387.5,Intel,No,16,4,LCD,Intel,0,Intel I3,Small,Entry-level,1.0,512
Dell,129465.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,1.5,256
Lenovo,185465.0,Intel,Yes,16,LP5,LCD,Intel,0,Intel I5,Small,Entry-level,2.0,512
ASUS,487865.0,AMD,No,16,4,LCD,NVIDIA,0,AMD Ryzen 9,Small,Mid-end,3.0,1024
Lenovo,167650.0,AMD,No,8,4,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,2.0,512
MSI,290465.0,Intel,No,32,5,LCD,NVIDIA,0,Intel I5,Small,Mid-end,4.5,1024
ASUS,384965.0,Intel,Yes,16,LP5,LED,Intel,0,Intel I9,Small,Low-end,2.5,1024
ASUS,160650.0,AMD,Yes,8,4,LCD,AMD,0,AMD Ryzen 5,Large,Entry-level,4.0,512
ASUS,209965.0,Intel,No,16,4,LCD,Intel,0,Intel I5,Small,Low-end,3.5,512
Lenovo,135065.0,AMD,Yes,8,LP5,LCD,AMD,0,AMD Ryzen 5,Small,Low-end,3.0,512
Lenovo,200725.0,Intel,Yes,16,LP5,LCD,Intel,0,Intel I5,Small,Entry-level,2.0,512
Lenovo,223965.0,Intel,Yes,16,LP5,LCD,Intel,0,Intel I5,Small,Entry-level,2.0,1024
HP,255465.0,Intel,No,16,4,LCD,Intel,0,Intel I5,Small,Low-end,3.5,1024
MSI,276815.0,Intel,No,16,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,4.5,512
Other,265965.0,Intel,No,16,LP5,LCD,Intel,0,Intel I9,Small,Low-end,3.5,512
Lenovo,125650.0,Intel,No,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,1.0,0
MSI,241465.0,Intel,No,16,4,LCD,Intel,0,Intel I7,Small,Low-end,5.0,1024
ASUS,143465.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,1.0,512
HP,80496.5,Intel,Yes,8,4,LCD,Intel,0,Intel Celeron,Small,Entry-level,2.0,256
Dell,146965.0,Intel,No,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,4.0,512
HP,146996.5,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,1.0,1024
Lenovo,150465.0,AMD,Yes,16,4,LCD,AMD,0,AMD Ryzen 5,Large,Entry-level,2.0,512
ASUS,344715.0,Intel,No,16,5,LCD,NVIDIA,0,Intel I5,Large,Mid-end,4.5,1024
MSI,220465.0,Intel,No,16,4,LCD,NVIDIA,1024,Intel I7,Small,Mid-end,4.5,512
Lenovo,143465.0,Intel,Yes,8,5,LCD,Intel,0,Intel I3,Large,Entry-level,1.0,512
HP,363965.0,AMD,No,16,5,LCD,NVIDIA,0,AMD Ryzen 7,Large,Mid-end,5.0,1024
ASUS,190046.5,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I5,Large,Mid-end,2.5,512
HP,230965.0,Intel,No,16,4,LCD,Intel,0,Intel I7,Small,Low-end,3.0,512
Lenovo,167265.0,Intel,No,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,4.0,512
Lenovo,111615.0,Intel,No,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,3.5,512
MSI,202965.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I5,Small,Mid-end,3.5,512
Lenovo,164465.0,Intel,No,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,3.5,512
HP,318465.0,Intel,Yes,16,4,LED,NVIDIA,0,Intel I5,Small,Mid-end,3.5,512
MSI,195965.0,Intel,No,16,4,LCD,NVIDIA,1024,Intel I5,Small,Mid-end,4.0,256
Lenovo,150465.0,AMD,Yes,16,4,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,2.0,512
MSI,402465.0,Intel,No,8,5,LCD,NVIDIA,0,Intel I7,Large,Mid-end,3.0,1024
Lenovo,269465.0,Intel,Yes,16,4,LCD,Intel,0,Intel I5,Small,Entry-level,1.5,512
Dell,143430.0,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,4.5,512
ASUS,552965.0,AMD,No,16,5,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,4.5,1024
Lenovo,451465.0,AMD,No,16,5,LCD,NVIDIA,0,AMD Ryzen 7,Large,Mid-end,5.0,512
Samsung,601965.0,Intel,Yes,32,LP5,LED,Intel,0,Intel Ultra 7,Small,Low-end,5.0,1024
HP,633496.5,Intel,No,16,5,LCD,NVIDIA,0,Intel I7,Large,High-end,5.0,1024
ASUS,397498.5,AMD,Yes,16,LP5,LCD,NVIDIA,0,AMD Ryzen 9,Small,Mid-end,5.0,512
MSI,311465.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I7,Large,Mid-end,5.0,512
ASUS,780465.0,Intel,Yes,32,5,LCD,NVIDIA,0,Intel I9,Small,High-end,5.0,1024
Lenovo,430465.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I7,Small,Mid-end,3.5,1024
Acer,175458.5,Intel,No,8,3,LED,Intel,0,Intel I5,Small,Entry-level,1.5,512
HP,171465.0,AMD,No,8,4,LCD,AMD,0,AMD Ryzen 5,Small,Mid-end,4.0,512
Lenovo,138600.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,3.5,256
Dell,425743.5,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I7,Large,Low-end,3.5,512
HP,293296.5,Intel,No,16,4,LCD,Intel,0,Intel I7,Small,Low-end,5.0,512
ASUS,570465.0,AMD,No,16,5,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,4.5,1024
Lenovo,286965.0,Intel,No,16,5,LCD,NVIDIA,0,Intel I5,Small,Mid-end,3.5,512
HP,608965.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I7,Large,High-end,5.5,1024
HP,241465.0,Intel,No,16,4,LCD,Intel,0,Intel I5,Small,Entry-level,3.5,512
ASUS,213080.0,Intel,No,16,4,LCD,Intel,0,Intel I5,Small,Low-end,2.5,512
Lenovo,962465.0,Intel,Yes,32,5,LCD,NVIDIA,0,Intel I9,Large,Entry-level,4.0,1024
Lenovo,290465.0,Intel,No,16,4,LCD,Intel,0,Intel I7,Small,Low-end,1.5,512
Dell,271565.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I7,Large,Low-end,3.5,512
HP,293965.0,Intel,Yes,16,4,LCD,Intel,0,Intel I5,Small,Low-end,1.5,512
ASUS,185465.0,Intel,No,16,4,LCD,Intel,0,Intel I5,Small,Low-end,1.5,512
MSI,629965.0,Intel,No,16,4,LED,NVIDIA,1024,Intel I7,Large,High-end,2.0,512
ASUS,979965.0,Intel,Yes,32,5,LCD,NVIDIA,0,Intel I9,Large,Entry-level,2.0,1024
HP,510965.0,Intel,No,16,LP4,LED,Intel,0,Intel I7,Small,Low-end,5.0,1024
ASUS,447965.0,AMD,Yes,16,5,LCD,AMD,0,AMD Ryzen 9,Large,High-end,5.0,1024
HP,167996.5,Intel,No,8,4,LCD,Intel,0,Intel I5,Small,Low-end,2.5,512
ASUS,979965.0,Intel,Yes,32,5,LCD,NVIDIA,0,Intel I9,Large,Entry-level,2.0,1024
MSI,699965.0,Intel,No,16,5,LCD,NVIDIA,0,Intel I9,Large,High-end,5.0,1024
MSI,559965.0,Intel,Yes,16,5,LED,NVIDIA,0,Intel I7,Small,Mid-end,3.5,1024
ASUS,332465.0,Intel,Yes,16,LP5,LED,Intel,0,Intel I7,Small,Low-end,2.0,512
Dell,1359715.0,Intel,Yes,32,LP5,LCD,NVIDIA,0,Intel I9,Large,Entry-level,5.0,1024
ASUS,474250.0,AMD,Yes,16,5,LCD,NVIDIA,0,AMD Ryzen 9,Small,Mid-end,5.0,1024
HP,297465.0,AMD,Yes,16,LP5,LED,AMD,0,AMD Ryzen 7,Small,Low-end,5.0,1024
ASUS,539042.0,Intel,Yes,32,LP5,LED,Intel,0,Intel I7,Small,Low-end,1.5,1024
Lenovo,104965.0,AMD,Yes,8,4,LCD,AMD,1024,AMD Ryzen 3,Small,Entry-level,1.0,0
Lenovo,531996.5,Intel,Yes,32,5,LCD,NVIDIA,0,Intel I7,Small,High-end,2.5,1024
Lenovo,176746.5,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Low-end,2.5,256
HP,559996.5,AMD,Yes,16,5,LCD,NVIDIA,0,AMD Ryzen 7,Large,Mid-end,4.5,1024
ASUS,279457.5,AMD,No,16,4,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,3.0,512
ASUS,608580.0,AMD,No,32,LP5,LCD,NVIDIA,0,AMD Ryzen 9,Small,Mid-end,5.0,1024
ASUS,559965.0,Intel,No,16,5,LCD,NVIDIA,0,Intel I7,Large,Mid-end,2.5,512
ASUS,570465.0,AMD,No,16,5,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,4.5,1024
Dell,512015.0,Intel,No,16,LP4,LCD,Intel,0,Intel I5,Small,Low-end,4.0,512
HP,248465.0,Intel,Yes,16,5,LCD,Intel,0,Intel Ultra 5,Small,Low-end,4.0,512
ASUS,234384.5,AMD,Yes,16,4,LED,NVIDIA,1024,AMD Ryzen 7,Large,Mid-end,3.0,256
ASUS,342965.0,AMD,Yes,16,4,LED,NVIDIA,0,AMD Ryzen 9,Small,Mid-end,3.0,1024
ASUS,398965.0,AMD,Yes,8,4,LED,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,3.0,1024
ASUS,391965.0,Intel,No,16,LP5,LED,Intel,0,Intel Ultra 7,Small,Low-end,1.5,1024
ASUS,1126965.0,Intel,No,16,LP5,LCD,NVIDIA,0,Intel I9,Small,Mid-end,2.5,1024
HP,360465.0,AMD,Yes,16,5,LCD,NVIDIA,0,AMD Ryzen 7,Large,Mid-end,5.0,1024
ASUS,227465.0,AMD,No,16,4,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,3.0,512
Samsung,986965.0,Intel,No,32,LP5,LED,NVIDIA,0,Intel Ultra 9,Large,High-end,5.0,1024
HP,216996.5,Intel,No,16,4,LCD,Intel,0,Intel I5,Small,Low-end,4.5,512
Samsung,430465.0,Intel,No,16,LP5,LED,Intel,0,Intel I7,Small,Low-end,2.0,512
Acer,384965.0,AMD,Yes,16,5,LCD,NVIDIA,0,AMD Ryzen 7,Large,Mid-end,3.5,1024
Samsung,818965.0,Intel,No,16,LP5,LED,NVIDIA,0,Intel Ultra 7,Large,Mid-end,3.5,1024
Samsung,486465.0,Intel,No,16,LP5,LED,Intel,0,Intel I7,Small,Low-end,2.0,1024
Samsung,402465.0,Intel,Yes,16,LP5,LED,Intel,0,Intel I5,Small,Low-end,1.5,512
MSI,402465.0,AMD,Yes,16,5,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,3.5,512
ASUS,206465.0,Intel,No,16,4,LCD,Intel,0,Intel I5,Small,Low-end,1.5,512
HP,552965.0,Intel,Yes,16,LP5,LCD,Intel,0,Intel Ultra 7,Large,Low-end,5.0,1024
Other,297465.0,Intel,No,32,LP5,LCD,Intel,0,Intel Ultra 9,Small,Low-end,2.5,1024
MSI,255465.0,Intel,Yes,16,5,LCD,Intel,0,Intel Ultra 7,Small,Low-end,5.0,512
MSI,570465.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I7,Large,High-end,1.5,1024
Lenovo,304465.0,Intel,No,16,4,LCD,Intel,0,Intel I7,Small,Low-end,5.0,512
HP,381608.5,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I7,Small,Mid-end,5.0,1024
HP,297465.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,4.5,1024
ASUS,237996.5,Intel,Yes,16,4,LCD,Intel,0,Intel I7,Large,Low-end,2.5,512
MSI,188965.0,Intel,Yes,8,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,4.5,512
Dell,174965.0,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,4.5,512
Dell,201215.0,Intel,Yes,16,4,LCD,Intel,0,Intel I5,Small,Entry-level,4.5,512
Dell,202965.0,Intel,Yes,16,4,LCD,Intel,0,Intel I5,Small,Low-end,4.0,512
Lenovo,223965.0,Intel,Yes,16,LP5,LCD,Intel,0,Intel I7,Small,Entry-level,5.0,512
Dell,524965.0,Intel,No,16,5,LCD,NVIDIA,0,Intel I7,Large,Mid-end,3.5,512
ASUS,202965.0,Intel,Yes,16,4,LCD,Intel,0,Intel I5,Large,Low-end,4.0,512
HP,241465.0,Intel,Yes,8,5,LCD,Intel,0,Intel Ultra 5,Small,Entry-level,4.0,512
Lenovo,174475.0,Intel,No,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,1.0,512
ASUS,129465.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,1.0,512
ASUS,199395.0,Intel,No,16,4,LCD,Intel,0,Intel I7,Large,Low-end,2.5,512
MSI,192465.0,Intel,Yes,16,4,LCD,Intel,0,Intel I7,Small,Low-end,1.0,512
Lenovo,278215.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I5,Small,Mid-end,3.0,512
Lenovo,734965.0,Intel,Yes,16,LP5,LCD,Intel,0,Intel I7,Small,Low-end,5.0,1024
Acer,146965.0,AMD,No,16,4,LCD,AMD,0,AMD Ryzen 7,Small,Entry-level,3.5,512
ASUS,391965.0,Intel,No,16,LP5,LED,Intel,0,Intel Ultra 7,Small,Low-end,1.5,1024
HP,556465.0,Intel,No,16,5,LCD,NVIDIA,0,Intel I9,Large,Mid-end,5.5,1024
Lenovo,87465.0,Intel,Yes,8,4,LCD,Intel,0,Intel Celeron,Small,Entry-level,1.0,256
Lenovo,159215.0,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,2.5,512
Lenovo,115465.0,AMD,Yes,8,LP5,LCD,AMD,0,AMD Ryzen 3,Small,Low-end,2.5,512
ASUS,129465.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,1.0,512
ASUS,384965.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I7,Small,Mid-end,2.5,512
HP,297850.0,Intel,Yes,16,4,LCD,Intel,0,Intel I7,Small,Low-end,3.5,512
MSI,150465.0,Intel,Yes,16,4,LCD,Intel,0,Intel I5,Small,Low-end,4.0,512
HP,223650.0,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Low-end,4.0,512
Lenovo,107975.0,AMD,Yes,8,4,LCD,AMD,0,AMD Ryzen 3,Small,Entry-level,2.5,512
MSI,349965.0,Intel,No,16,5,LCD,Intel,0,Intel Ultra 7,Small,Low-end,1.5,1024
MSI,143465.0,Intel,No,8,4,LCD,Intel,0,Intel I3,Small,Low-end,1.0,512
ASUS,339465.0,Intel,No,16,LP5,LED,Intel,0,Intel Ultra 5,Small,Low-end,1.0,1024
MSI,454965.0,Intel,No,32,5,LCD,NVIDIA,0,Intel Ultra 7,Small,Mid-end,1.5,1024
ASUS,350080.5,Intel,Yes,16,LP5,LED,Intel,0,Intel Ultra 5,Large,Low-end,1.0,1024
MSI,472465.0,Intel,No,16,LP5,LCD,Intel,0,Intel Ultra 5,Small,Low-end,1.0,1024
Lenovo,230996.5,Intel,No,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,4.0,512
HP,207854.5,AMD,Yes,16,LP5,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,4.0,512
Lenovo,1132215.0,Intel,Yes,32,5,LCD,NVIDIA,0,Intel I9,Large,Entry-level,2.0,1024
Lenovo,159215.0,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,2.5,512
Lenovo,237996.5,Intel,No,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,4.0,512
MSI,332465.0,Intel,No,16,4,LCD,Intel,0,Intel I5,Small,Low-end,4.5,1024
Lenovo,164496.5,Intel,No,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,4.0,512
MSI,542465.0,Intel,No,16,5,LCD,NVIDIA,0,Intel I7,Large,High-end,5.5,1024
Lenovo,124250.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,3.0,512
MSI,437465.0,Intel,No,16,5,LCD,NVIDIA,0,Intel I7,Large,Mid-end,5.5,1024
MSI,524965.0,Intel,No,16,5,LCD,NVIDIA,0,Intel Ultra 7,Large,Mid-end,5.0,1024
ASUS,237965.0,Intel,No,16,4,LCD,Intel,0,Intel I7,Large,Low-end,2.5,512
Lenovo,244965.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I5,Small,Mid-end,2.5,512
MSI,647465.0,Intel,No,32,5,LCD,NVIDIA,0,Intel Ultra 9,Large,High-end,1.0,1024
MSI,664965.0,Intel,No,16,5,LCD,NVIDIA,0,Intel Ultra 7,Small,Mid-end,5.0,1024
MSI,594965.0,Intel,No,32,5,LCD,NVIDIA,0,Intel Ultra 7,Large,High-end,5.0,1024
MSI,472465.0,Intel,No,16,5,LCD,NVIDIA,0,Intel I7,Large,Mid-end,5.5,1024
MSI,472465.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I7,Small,High-end,5.0,1024
MSI,664965.0,Intel,No,32,5,LCD,NVIDIA,0,Intel Ultra 9,Large,High-end,5.0,1024
MSI,307965.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I7,Small,Mid-end,4.5,512
MSI,1224965.0,Intel,No,32,5,LCD,NVIDIA,0,Intel I9,Large,Entry-level,5.5,1024
HP,475965.0,Intel,No,16,5,LCD,NVIDIA,0,Intel I7,Large,Mid-end,5.0,1024
Lenovo,73465.0,Intel,Yes,4,4,LCD,Intel,0,Intel Celeron,Small,Entry-level,1.0,256
HP,151690.0,AMD,Yes,8,4,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,4.0,512
Lenovo,157465.0,Intel,Yes,16,4,LCD,Intel,0,Intel I5,Small,Entry-level,2.5,512
Acer,699965.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I9,Large,High-end,1.5,1024
Other,297465.0,Intel,No,16,5,LCD,NVIDIA,0,Intel I7,Small,Mid-end,4.5,512
Lenovo,524965.0,Intel,No,32,LP5,LED,NVIDIA,0,Intel Ultra 9,Large,Mid-end,5.5,1024
ASUS,699965.0,Intel,Yes,32,LP5,LED,Intel,0,Intel Ultra 7,Small,Low-end,1.5,1024
Other,241465.0,Intel,No,16,5,LCD,NVIDIA,0,Intel I5,Small,Mid-end,4.0,512
Other,335965.0,Intel,No,16,5,LCD,NVIDIA,0,Intel I7,Small,Mid-end,5.0,512
Lenovo,195965.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,3.0,256
Acer,297465.0,AMD,Yes,16,5,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,3.5,512
Lenovo,381465.0,Intel,Yes,32,LP5,LED,Intel,0,Intel Ultra 9,Small,Low-end,3.5,1024
Lenovo,143465.0,AMD,Yes,16,4,LCD,AMD,0,AMD Ryzen 7,Small,Entry-level,2.0,512
HP,193865.0,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,4.0,1024
Lenovo,314965.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I7,Small,Mid-end,2.5,512
Lenovo,451465.0,AMD,Yes,16,LP5,LED,NVIDIA,0,AMD Ryzen 7,Large,Mid-end,3.5,1024
Lenovo,120715.0,AMD,Yes,8,4,LCD,AMD,0,AMD Ryzen 3,Small,Entry-level,2.5,512
Lenovo,201215.0,Intel,Yes,16,5,LCD,Intel,0,Intel I5,Large,Entry-level,4.5,512
Lenovo,169715.0,AMD,Yes,16,4,LCD,AMD,0,AMD Ryzen 7,Small,Entry-level,2.0,512
ASUS,489965.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I7,Large,Mid-end,2.5,1024
HP,169715.0,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Low-end,4.0,512
HP,339465.0,AMD,No,16,LP5,LCD,AMD,0,AMD Ryzen 7,Small,Entry-level,5.0,512
Lenovo,222215.0,Intel,No,8,4,LCD,Intel,0,Intel I5,Large,Low-end,4.5,512
Lenovo,300965.0,Intel,No,16,LP5,LED,Intel,0,Intel I5,Small,Low-end,3.5,1024
Lenovo,437465.0,Intel,Yes,16,LP5,LED,NVIDIA,0,Intel Ultra 7,Large,Mid-end,3.5,1024
ASUS,90965.0,Intel,No,8,4,LCD,Intel,0,Intel Pentium,Small,Entry-level,3.5,256
Lenovo,192465.0,Intel,Yes,16,LP5,LCD,Intel,0,Intel I5,Small,Entry-level,2.0,512
MSI,580965.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I7,Large,High-end,5.5,1024
ASUS,202965.0,Intel,No,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,1.0,512
Dell,214896.5,Intel,No,16,5,LCD,Intel,0,Intel I5,Large,Entry-level,1.0,512
MSI,206465.0,Intel,No,16,4,LCD,Intel,0,Intel I5,Small,Low-end,4.0,512
MSI,342965.0,Intel,No,16,4,LCD,Intel,0,Intel I7,Small,Low-end,5.0,1024
MSI,402465.0,Intel,Yes,16,LP5,LED,Intel,0,Intel Ultra 7,Small,Low-end,5.0,1024
MSI,307965.0,Intel,Yes,16,4,LCD,Intel,0,Intel I5,Small,Low-end,1.5,512
MSI,349965.0,Intel,Yes,16,LP5,LED,Intel,0,Intel Ultra 5,Small,Low-end,4.0,1024
MSI,699965.0,Intel,No,32,5,LCD,NVIDIA,0,Intel Ultra 7,Large,Mid-end,5.0,1024
Lenovo,772800.0,Intel,No,32,5,LCD,NVIDIA,0,Intel I9,Large,High-end,4.0,1024
HP,440965.0,Intel,No,16,LP5,LCD,NVIDIA,0,Intel I7,Small,Mid-end,5.0,512
MSI,781515.0,Intel,No,32,5,LED,NVIDIA,0,Intel Ultra 7,Small,Mid-end,5.0,1024
MSI,419965.0,AMD,Yes,16,5,LCD,NVIDIA,0,AMD Ryzen 7,Large,Mid-end,5.0,1024
MSI,367465.0,AMD,Yes,16,5,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,3.5,512
MSI,209965.0,Intel,Yes,16,4,LCD,Intel,0,Intel I5,Small,Low-end,4.0,512
MSI,384965.0,Intel,Yes,32,4,LCD,Intel,0,Intel I7,Small,Low-end,2.0,1024
Lenovo,122465.0,AMD,Yes,8,LP5,LCD,AMD,0,AMD Ryzen 5,Small,Low-end,3.0,512
MSI,339465.0,Intel,No,16,5,LCD,NVIDIA,0,Intel Ultra 5,Small,Mid-end,4.0,1024
MSI,402465.0,Intel,No,16,5,LCD,NVIDIA,0,Intel Ultra 7,Small,Mid-end,5.0,1024
HP,615996.5,Intel,No,16,LP5,LED,NVIDIA,0,Intel Ultra 7,Small,Mid-end,5.0,1024
MSI,377965.0,Intel,No,16,5,LCD,NVIDIA,0,Intel Ultra 7,Small,Mid-end,5.0,1024
HP,612496.5,Intel,No,16,LP5,LED,NVIDIA,0,Intel Ultra 7,Small,Mid-end,5.0,1024
MSI,594965.0,Intel,Yes,32,LP5,LCD,NVIDIA,0,Intel Ultra 7,Large,Mid-end,5.0,1024
MSI,279965.0,Intel,Yes,16,4,LCD,Intel,0,Intel I9,Small,Low-end,5.0,1024
Acer,867965.0,Intel,Yes,32,5,LCD,NVIDIA,0,Intel I9,Large,Entry-level,1.5,1024
HP,334705.0,AMD,Yes,16,5,LCD,NVIDIA,0,AMD Ryzen 7,Large,Mid-end,5.0,1024
MSI,559965.0,Intel,Yes,32,LP5,LCD,NVIDIA,0,Intel Ultra 7,Small,Mid-end,5.0,1024
Lenovo,377965.0,Intel,No,32,LP5,LED,Intel,0,Intel Ultra 7,Small,Low-end,3.5,1024
ASUS,255465.0,AMD,No,16,4,LED,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,4.0,1024
Lenovo,566965.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I7,Small,High-end,2.5,1024
ASUS,216965.0,AMD,No,8,4,LCD,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,3.5,512
Dell,419615.0,Intel,No,16,5,LCD,NVIDIA,0,Intel I7,Small,Mid-end,3.5,512
ASUS,181965.0,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Low-end,1.5,512
Acer,454965.0,AMD,Yes,16,5,LCD,NVIDIA,0,AMD Ryzen 7,Large,Mid-end,3.5,512
ASUS,209965.0,AMD,No,16,4,LCD,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,3.5,512
MSI,874965.0,Intel,Yes,32,5,LCD,NVIDIA,0,Intel I7,Large,High-end,5.0,1024
ASUS,210696.5,AMD,No,16,4,LCD,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,4.0,512
ASUS,202965.0,AMD,No,16,4,LCD,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,3.5,512
Lenovo,160965.0,Intel,No,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,3.0,256
ASUS,311500.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I7,Large,Mid-end,2.5,512
ASUS,276465.0,Intel,No,16,4,LCD,NVIDIA,0,Intel I7,Large,Mid-end,2.5,512
ASUS,266350.0,Intel,No,16,4,LED,NVIDIA,0,Intel I5,Small,Mid-end,2.5,512
ASUS,234115.0,AMD,No,16,4,LCD,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,4.0,1024
ASUS,227465.0,AMD,Yes,16,4,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,3.0,512
ASUS,136465.0,AMD,No,8,LP5,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,3.0,512
Acer,367465.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I5,Large,Mid-end,2.5,512
Dell,402496.5,Intel,Yes,16,4,LCD,Intel,0,Intel I7,Small,Entry-level,3.0,512
ASUS,227465.0,AMD,No,16,4,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,3.0,1024
ASUS,300965.0,Intel,Yes,8,4,LCD,NVIDIA,0,Intel I5,Large,Mid-end,2.5,512
Dell,122465.0,AMD,No,8,LP5,LCD,AMD,0,AMD Ryzen 3,Small,Entry-level,4.0,512
Lenovo,213465.0,Intel,No,16,4,LCD,Intel,0,Intel I7,Small,Low-end,3.0,512
ASUS,220325.0,AMD,No,16,4,LED,AMD,0,AMD Ryzen 7,Small,Entry-level,2.0,512
ASUS,377965.0,Intel,No,16,LP5,LED,Intel,0,Intel Ultra 5,Small,Low-end,1.0,1024
Other,521465.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I7,Small,Mid-end,1.5,1024
ASUS,206496.5,AMD,No,16,4,LCD,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,4.0,512
ASUS,297465.0,Intel,No,16,5,LED,NVIDIA,0,Intel I5,Small,Mid-end,2.5,512
ASUS,205450.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,2.5,512
ASUS,313250.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I7,Large,Mid-end,2.5,512
Lenovo,167860.0,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,3.5,512
Lenovo,125265.0,AMD,No,8,4,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,2.0,512
MSI,414050.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I7,Small,Mid-end,3.5,1024
Lenovo,382165.0,Intel,Yes,16,LP5,LCD,NVIDIA,0,Intel I7,Large,Mid-end,2.5,1024
Acer,118965.0,Intel,No,8,LP5,LCD,Intel,0,Intel I3,Small,Entry-level,2.0,512
