Brand,Price,Processor_Brand,RAM_Expandable,RAM_Size (GB),RAM_TYPE,Processer_speed,Display_type,GPU_Brand,SSD(GB),HDD(GB),Processor_Series,Processor_Tier,Display_Category,GPU_Tier
ASUS,276465.0,Intel,Yes,8,DDR4,2.7,LED,NVIDIA,1024,0,Intel Core I5,Mid-End,Large,Mid-end
HP,111380.5,Intel,No,4,DDR4,1.6,LED,Intel,0,1024,Intel Core I5,Mid-End,Medium,Entry-level
Lenovo,77525.0,Intel,No,4,DDR3,1.6,LED,Intel,0,1024,Intel Pentium,Low-End,Medium,Entry-level
ASUS,206465.0,Intel,No,8,DDR4,4.2,LED,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
ASUS,171465.0,Intel,Yes,8,DDR4,1.6,LED,NVIDIA,0,1024,Intel Core I5,Mid-End,Medium,Low-end
ASUS,108230.5,Intel,Yes,4,DDR4,2.3,LED,Intel,0,1024,Intel Core I3,Low-End,Small,Entry-level
Other,129465.0,Intel,No,16,DDR4,2.5,LCD,Intel,1024,0,Intel Core I5,Mid-End,Small,Entry-level
ASUS,174996.5,Intel,Yes,8,DDR4,1.6,LED,NVIDIA,0,1024,Intel Core I5,Mid-End,Medium,Low-end
Other,279996.5,Intel,No,4,DDR4,2.6,LED,Intel,128,0,Intel Core I5,Mid-End,Small,Entry-level
Lenovo,184870.0,Intel,No,8,DDR4,1.0,LED,Intel,256,1024,Intel Core I5,Mid-End,Medium,Entry-level
Lenovo,146965.0,Intel,Yes,8,DDR4,1.6,LED,Intel,0,1024,Intel Core I5,Mid-End,Medium,Entry-level
HP,87195.5,AMD,No,4,DDR4,2.6,LED,AMD,0,1024,AMD A-Series,Low-End,Medium,Entry-level
HP,115465.0,Intel,No,4,DDR4,2.0,LED,Intel,0,1024,Intel Core I3,Low-End,Medium,Entry-level
Acer,146650.0,Intel,Yes,8,DDR4,2.5,LED,NVIDIA,0,1024,Intel Core I5,Mid-End,Medium,Entry-level
Lenovo,163779.0,Intel,No,8,DDR4,2.4,LED,NVIDIA,0,1024,Intel Core I5,Mid-End,Medium,Mid-end
Lenovo,122465.0,Intel,No,4,DDR4,2.2,LED,Intel,256,0,Intel Core I3,Low-End,Medium,Entry-level
ASUS,171465.0,Intel,No,8,DDR4,1.3,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
Dell,251965.0,AMD,Yes,8,DDR4,3.3,LCD,NVIDIA,512,0,AMD Ryzen 5,Mid-End,Medium,Mid-end
Lenovo,224700.0,Intel,No,8,DDR4,1.6,LED,Intel,256,0,Intel Core I5,Mid-End,Small,Entry-level
Lenovo,206465.0,Intel,No,8,DDR4,2.4,LED,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
Acer,139996.5,AMD,No,4,DDR4,2.4,LED,AMD,0,1024,Athlon,Low-End,Small,Entry-level
Lenovo,69965.0,Intel,No,4,DDR4,1.8,LED,Intel,0,1024,Intel Celeron,Low-End,Medium,Entry-level
Lenovo,97965.0,AMD,No,4,DDR4,2.6,LED,AMD,0,1024,AMD Ryzen 3,Low-End,Medium,Entry-level
ASUS,246750.0,Intel,No,8,DDR4,2.8,LED,Intel,512,0,Intel Core I7,Upper Mid-End,Medium,Entry-level
Lenovo,139965.0,Intel,No,8,DDR4,1.6,LED,Intel,0,1024,Intel Core I5,Mid-End,Medium,Entry-level
Dell,108465.0,Intel,No,4,DDR4,1.2,LED,Intel,0,1024,Intel Core I3,Low-End,Small,Entry-level
ASUS,157465.0,Intel,No,8,DDR4,1.0,LED,Intel,0,1024,Intel Core I5,Mid-End,Medium,Entry-level
HP,286965.0,Intel,No,8,DDR4,2.6,LED,NVIDIA,256,1024,Intel Core I7,Upper Mid-End,Medium,Mid-end
HP,222743.5,Intel,No,8,DDR4,2.4,LED,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
ASUS,329871.5,Intel,Yes,8,DDR5,2.3,LCD,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Medium,Mid-end
HP,157150.0,Intel,Yes,4,DDR4,2.3,LED,AMD,0,1024,Intel Core I5,Mid-End,Medium,Entry-level
HP,83965.0,AMD,No,4,DDR3,2.0,LED,AMD,0,1024,AMD A-Series,Low-End,Medium,Entry-level
Other,227465.0,Intel,No,8,DDR4,1.2,LED,Intel,256,0,Intel Core I5,Mid-End,Small,Entry-level
Dell,187215.0,Intel,No,8,DDR4,4.2,LED,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
Lenovo,228242.0,Intel,Yes,8,DDR4,2.7,LED,NVIDIA,0,1024,Intel Core I7,Upper Mid-End,Medium,Entry-level
Acer,126514.5,Intel,No,8,DDR4,1.6,LED,Intel,0,1024,Intel Core I5,Mid-End,Small,Entry-level
ASUS,129465.0,Intel,No,8,DDR4,1.2,LED,Intel,0,1024,Intel Core I3,Low-End,Medium,Entry-level
ASUS,112689.5,AMD,No,8,DDR4,2.1,LED,AMD,0,1024,AMD Ryzen 5,Mid-End,Medium,Entry-level
HP,187215.0,Intel,No,4,DDR3,2.4,LED,Intel,128,0,Intel Core I3,Low-End,Small,Entry-level
ASUS,164496.5,Intel,No,8,DDR4,4.0,LED,Intel,512,0,Intel Core I3,Low-End,Small,Entry-level
Dell,222565.0,Intel,No,8,DDR4,4.2,LED,NVIDIA,256,1024,Intel Core I5,Mid-End,Medium,Low-end
HP,88889.5,AMD,No,4,DDR4,2.5,LED,AMD,0,1024,AMD A-Series,Low-End,Medium,Entry-level
Apple,339640.0,Intel,No,8,DDR3,1.4,LED,Intel,128,0,Intel Core I5,Mid-End,Small,Entry-level
Lenovo,303415.0,Intel,No,16,DDR4,2.6,LED,NVIDIA,512,0,Intel Core I7,Upper Mid-End,Medium,Mid-end
Lenovo,97965.0,Intel,No,4,DDR4,2.3,LED,Intel,0,1024,Intel Core I3,Low-End,Medium,Entry-level
MSI,125965.0,AMD,Yes,8,DDR4,4.0,LCD,AMD,256,0,AMD Ryzen 5,Mid-End,Small,Low-end
HP,223163.5,Intel,No,8,DDR4,1.0,LED,NVIDIA,256,1024,Intel Core I5,Mid-End,Small,Low-end
Acer,279965.0,Intel,Yes,16,DDR4,2.4,LED,NVIDIA,256,1024,Intel Core I5,Mid-End,Large,Mid-end
Acer,307996.5,Intel,No,8,DDR4,2.8,LED,NVIDIA,128,1024,Intel Core I7,Upper Mid-End,Medium,Mid-end
Lenovo,181965.0,Intel,No,8,DDR4,1.1,LED,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
MSI,192465.0,Intel,No,8,DDR4,2.4,LED,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
ASUS,173848.5,Intel,No,16,DDR4,2.4,LCD,Intel,256,1024,Intel Core I5,Mid-End,Large,Entry-level
Acer,62965.0,AMD,No,4,DDR3,1.8,LED,Intel,0,1024,AMD Other,Low-End,Medium,Entry-level
Other,136465.0,Intel,No,16,DDR4,1.8,LED,Intel,1024,0,Intel Core I7,Upper Mid-End,Small,Entry-level
Dell,363279.0,Intel,Yes,16,DDR4,2.6,LED,NVIDIA,512,0,Intel Core I7,Upper Mid-End,Medium,Mid-end
Lenovo,192479.0,Intel,No,8,DDR4,2.4,LED,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
ASUS,97996.5,Intel,No,4,DDR4,1.1,LED,Intel,0,1024,Intel Celeron,Low-End,Medium,Entry-level
Apple,392140.0,Intel,No,8,DDR3,2.4,LED,Intel,256,0,Intel Core I5,Mid-End,Small,Entry-level
Lenovo,199465.0,Intel,No,8,DDR4,1.6,LED,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Low-end
Lenovo,355215.0,Intel,No,16,DDR4,2.8,LED,Intel,512,0,Intel Core I7,Upper Mid-End,Small,Entry-level
Dell,209265.0,AMD,Yes,8,DDR4,2.4,LED,AMD,512,0,AMD Ryzen 5,Mid-End,Medium,Low-end
HP,222229.0,AMD,Yes,8,DDR4,3.0,LED,NVIDIA,256,1024,AMD Ryzen 5,Mid-End,Medium,Mid-end
Lenovo,231000.0,Intel,Yes,8,DDR4,1.2,LED,Intel,512,0,Intel Core I3,Low-End,Small,Entry-level
ASUS,112700.0,AMD,Yes,4,DDR4,2.6,LED,AMD,256,0,AMD Ryzen 3,Low-End,Medium,Low-end
HP,150115.0,Intel,Yes,4,DDR4,1.6,LED,AMD,0,1024,Intel Core I5,Mid-End,Medium,Entry-level
Dell,124250.0,Intel,Yes,4,DDR4,1.1,LCD,Intel,256,0,Intel Pentium,Low-End,Medium,Entry-level
Lenovo,131215.0,Intel,Yes,8,DDR4,3.0,LCD,Intel,256,1024,Intel Core I3,Low-End,Medium,Entry-level
HP,85172.5,AMD,Yes,4,DDR3,1.5,LED,AMD,0,1024,AMD Other,Low-End,Medium,Entry-level
Other,515900.0,Intel,No,16,DDR3,2.5,LED,Intel,512,0,Intel Core I7,Upper Mid-End,Small,Entry-level
HP,97965.0,AMD,No,8,DDR4,3.4,LCD,AMD,0,1024,AMD Ryzen 3,Low-End,Medium,Low-end
Lenovo,74165.0,AMD,No,4,DDR4,1.8,LED,AMD,0,1024,AMD Other,Low-End,Medium,Entry-level
Other,185465.0,Intel,Yes,8,DDR4,1.6,LED,Intel,256,0,Intel Core I5,Mid-End,Small,Entry-level
ASUS,73465.0,Intel,Yes,4,DDR4,1.1,LED,Intel,0,1024,Intel Celeron,Low-End,Medium,Entry-level
Lenovo,87465.0,Intel,No,4,DDR4,2.3,LED,Intel,0,1024,Intel Core I3,Low-End,Small,Entry-level
ASUS,101465.0,AMD,No,4,DDR4,3.0,LED,AMD,0,1024,AMD A-Series,Low-End,Medium,Entry-level
ASUS,297465.0,Intel,Yes,16,DDR5,4.7,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Large,Mid-end
Dell,173215.0,Intel,Yes,8,DDR4,2.4,LED,NVIDIA,256,1024,Intel Core I5,Mid-End,Medium,Low-end
Dell,237965.0,Intel,Yes,4,DDR4,2.1,LED,Intel,256,1024,Intel Core I3,Low-End,Small,Entry-level
HP,95182.5,AMD,No,4,DDR4,2.4,LED,AMD,0,1024,Athlon,Low-End,Medium,Entry-level
Dell,103565.0,AMD,Yes,4,DDR4,2.5,LED,AMD,0,1024,AMD Ryzen 3,Low-End,Medium,Entry-level
HP,251965.0,Intel,Yes,8,DDR4,2.4,LED,NVIDIA,256,1024,Intel Core I5,Mid-End,Medium,Mid-end
Dell,151011.0,Intel,No,8,DDR4,4.0,LED,Intel,256,0,Intel Core I3,Low-End,Medium,Entry-level
HP,99715.0,Intel,No,4,DDR4,2.3,LED,Intel,0,1024,Intel Core I3,Low-End,Medium,Entry-level
ASUS,83965.0,Intel,No,4,DDR4,1.1,LED,Intel,256,0,Intel Celeron,Low-End,Medium,Entry-level
Lenovo,157465.0,Intel,Yes,4,DDR4,2.5,LED,NVIDIA,0,1024,Intel Core I5,Mid-End,Medium,Entry-level
HP,258965.0,Intel,No,8,DDR4,1.6,LED,Intel,256,1024,Intel Core I5,Mid-End,Small,Entry-level
Acer,171146.5,Intel,No,8,DDR4,2.4,LCD,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
Dell,223965.0,Intel,Yes,16,DDR4,2.6,LED,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
Acer,183508.5,Intel,Yes,8,DDR4,2.6,LED,NVIDIA,512,0,Intel Core I7,Upper Mid-End,Medium,Mid-end
Lenovo,115244.5,Intel,Yes,4,DDR4,1.0,LED,Intel,0,1024,Intel Core I5,Mid-End,Medium,Entry-level
Apple,755965.0,Intel,No,16,DDR4,2.3,LED,AMD,1024,0,Intel Core I9,High-End,Large,Low-end
ASUS,223965.0,Intel,No,8,DDR4,4.2,LED,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
Other,149765.0,Intel,No,8,DDR3,1.2,LED,Intel,128,0,Intel Core I5,Mid-End,Small,Entry-level
ASUS,184765.0,Intel,Yes,8,DDR4,1.6,LED,NVIDIA,0,1024,Intel Core I5,Mid-End,Medium,Low-end
Lenovo,176424.5,Intel,No,8,DDR4,2.4,LED,NVIDIA,256,1024,Intel Core I5,Mid-End,Medium,Low-end
Lenovo,242560.5,Intel,Yes,8,DDR4,1.6,LED,NVIDIA,256,1024,Intel Core I5,Mid-End,Medium,Low-end
HP,381465.0,Intel,Yes,16,DDR4,2.2,LED,NVIDIA,128,1024,Intel Core I7,Upper Mid-End,Medium,Mid-end
MSI,234465.0,Intel,Yes,8,DDR4,2.5,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
HP,83832.0,Intel,No,4,DDR3,1.6,LED,Intel,0,1024,Intel Pentium,Low-End,Medium,Entry-level
HP,287934.5,Intel,No,8,DDR4,2.5,LED,NVIDIA,0,1024,Intel Core I5,Mid-End,Medium,Mid-end
Lenovo,199465.0,Intel,No,8,DDR4,2.5,LED,NVIDIA,0,1024,Intel Core I5,Mid-End,Medium,Mid-end
ASUS,122465.0,AMD,No,4,DDR4,2.1,LED,AMD,256,0,AMD Ryzen 5,Mid-End,Medium,Entry-level
ASUS,174965.0,Intel,Yes,8,DDR4,1.6,LED,NVIDIA,128,1024,Intel Core I5,Mid-End,Medium,Low-end
Lenovo,108465.0,AMD,Yes,4,DDR4,2.6,LED,AMD,0,1024,AMD Ryzen 3,Low-End,Medium,Low-end
HP,409293.5,Intel,No,8,DDR4,2.2,LED,NVIDIA,128,1024,Intel Core I7,Upper Mid-End,Medium,Mid-end
Dell,174965.0,Intel,No,8,DDR4,2.4,LED,NVIDIA,512,0,Intel Core I5,Mid-End,Small,Low-end
ASUS,195965.0,Intel,No,16,DDR4,4.8,LED,NVIDIA,256,1024,Intel Core I7,Upper Mid-End,Medium,Mid-end
ASUS,563167.5,Intel,No,16,DDR4,1.8,LED,Intel,512,0,Intel Core I7,Upper Mid-End,Small,Entry-level
Lenovo,139965.0,AMD,No,8,DDR4,2.1,LED,AMD,512,0,AMD Ryzen 5,Mid-End,Medium,Entry-level
ASUS,238000.0,Intel,Yes,8,DDR4,2.6,LED,NVIDIA,0,1024,Intel Core I7,Upper Mid-End,Medium,Mid-end
ASUS,147315.0,Intel,Yes,8,DDR4,2.5,LED,NVIDIA,0,1024,Intel Core I5,Mid-End,Medium,Entry-level
Acer,279965.0,Intel,Yes,8,DDR4,2.5,LED,NVIDIA,256,1024,Intel Core I5,Mid-End,Medium,Mid-end
HP,188226.5,Intel,No,8,DDR4,1.0,LED,Intel,0,1024,Intel Core I5,Mid-End,Medium,Entry-level
Lenovo,146965.0,AMD,Yes,8,DDR4,2.6,LCD,AMD,512,0,AMD Ryzen 3,Low-End,Medium,Low-end
Lenovo,173848.5,Intel,Yes,8,DDR4,4.2,LCD,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
ASUS,160965.0,Intel,No,8,DDR4,1.6,LED,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
ASUS,69965.0,Intel,No,4,DDR4,1.1,LED,Intel,0,500,Intel Celeron,Low-End,Small,Entry-level
ASUS,142250.5,AMD,No,8,DDR4,4.0,LCD,AMD,512,0,AMD Ryzen 5,Mid-End,Medium,Low-end
ASUS,201596.5,Intel,No,8,DDR3,1.6,LED,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
ASUS,97965.0,AMD,Yes,8,DDR4,2.7,LED,AMD,512,0,AMD A-Series,Low-End,Medium,Entry-level
Lenovo,227496.5,Intel,Yes,16,DDR4,3.1,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
Lenovo,258965.0,Intel,Yes,8,DDR4,2.6,LED,NVIDIA,512,0,Intel Core I7,Upper Mid-End,Medium,Mid-end
HP,241465.0,Intel,No,8,DDR4,1.0,LED,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
ASUS,136395.0,Intel,No,8,DDR4,1.6,LED,Intel,0,1024,Intel Core I5,Mid-End,Small,Entry-level
HP,241465.0,Intel,No,16,DDR4,4.7,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
ASUS,234465.0,Intel,Yes,8,DDR4,1.8,LED,NVIDIA,0,1024,Intel Core I7,Upper Mid-End,Medium,Low-end
ASUS,224000.0,Intel,Yes,8,DDR4,1.6,LED,NVIDIA,256,1024,Intel Core I5,Mid-End,Medium,Low-end
Dell,284865.0,Intel,Yes,16,DDR4,2.2,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
HP,111639.5,AMD,No,4,DDR4,2.5,LED,AMD,256,1024,AMD Ryzen 3,Low-End,Medium,Entry-level
ASUS,213496.5,AMD,No,8,DDR4,2.1,LED,AMD,512,0,AMD Ryzen 5,Mid-End,Small,Entry-level
Acer,90965.0,Intel,Yes,4,DDR4,2.7,LED,Intel,0,1024,Intel Core I3,Low-End,Medium,Entry-level
Dell,97965.0,Intel,Yes,4,DDR3,2.3,LED,Intel,0,1024,Intel Core I3,Low-End,Medium,Entry-level
HP,152250.0,Intel,No,8,DDR4,2.1,LED,Intel,0,1024,Intel Core I3,Low-End,Medium,Entry-level
HP,224000.0,AMD,No,16,DDR4,4.0,LED,AMD,512,0,AMD Ryzen 5,Mid-End,Medium,Low-end
Acer,328230.0,Intel,Yes,8,DDR4,2.6,LED,NVIDIA,256,1024,Intel Core I7,Upper Mid-End,Medium,Mid-end
Lenovo,78715.0,Intel,No,4,DDR4,1.1,LED,Intel,0,1024,Intel Pentium,Low-End,Medium,Entry-level
HP,234500.0,Intel,No,8,DDR4,2.5,LED,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
ASUS,127270.5,Intel,No,4,DDR4,2.1,LED,Intel,0,1024,Intel Core I3,Low-End,Small,Entry-level
Other,409465.0,Intel,No,8,DDR3,1.6,LED,Intel,256,0,Intel Core I5,Mid-End,Small,Entry-level
ASUS,160328.0,Intel,No,8,DDR4,1.0,LED,Intel,0,1024,Intel Core I5,Mid-End,Small,Entry-level
Other,165196.5,AMD,No,8,DDR4,2.3,LED,AMD,512,0,AMD Ryzen 7,Upper Mid-End,Small,Low-end
ASUS,349965.0,Intel,No,16,DDR4,2.6,LED,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Medium,Mid-end
ASUS,108465.0,AMD,Yes,4,DDR4,1.8,LED,AMD,0,1024,AMD A-Series,Low-End,Medium,Entry-level
HP,199468.5,Intel,No,8,DDR4,2.4,LED,NVIDIA,0,1024,Intel Core I5,Mid-End,Medium,Mid-end
ASUS,258965.0,Intel,No,8,DDR4,2.7,LED,NVIDIA,512,0,Intel Core I5,Mid-End,Large,Mid-end
ASUS,144165.0,Intel,Yes,8,DDR4,1.6,LED,NVIDIA,0,1024,Intel Core I5,Mid-End,Medium,Low-end
Dell,156992.5,AMD,Yes,8,DDR4,2.0,LED,AMD,512,0,AMD Ryzen 5,Mid-End,Medium,Entry-level
Lenovo,97965.0,AMD,No,4,DDR4,2.6,LED,AMD,256,0,Athlon,Low-End,Small,Low-end
ASUS,241465.0,Intel,No,16,DDR4,4.2,LED,Intel,256,1024,Intel Core I5,Mid-End,Medium,Entry-level
Dell,73465.0,Intel,Yes,4,DDR4,1.8,LED,Intel,0,1024,Intel Celeron,Low-End,Medium,Entry-level
ASUS,202965.0,AMD,No,8,DDR4,4.0,LED,AMD,512,0,AMD Ryzen 5,Mid-End,Small,Entry-level
Lenovo,181615.0,Intel,No,4,DDR4,2.5,LED,Intel,0,1024,Intel Core I5,Mid-End,Medium,Entry-level
Apple,524965.0,Intel,Yes,8,DDR3,2.3,LED,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
Lenovo,126665.0,Intel,No,4,DDR4,2.1,LED,Intel,0,1024,Intel Core I3,Low-End,Small,Entry-level
Dell,69965.0,Intel,No,4,DDR3,1.6,LED,Intel,0,500,Intel Celeron,Low-End,Medium,Entry-level
ASUS,384965.0,Intel,Yes,16,DDR4,2.6,LED,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Medium,Mid-end
Acer,209961.5,Intel,Yes,16,DDR4,2.4,LED,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
HP,897410.5,Intel,No,16,DDR4,2.6,LED,NVIDIA,256,1024,Intel Core I7,Upper Mid-End,Large,High-end
HP,174300.0,Intel,No,8,DDR4,1.2,LED,Intel,256,1024,Intel Core I3,Low-End,Small,Entry-level
Lenovo,155750.0,AMD,No,4,DDR4,2.1,LED,AMD,0,1024,AMD Ryzen 5,Mid-End,Medium,Entry-level
Dell,166215.0,Intel,No,4,DDR4,4.2,LED,Intel,256,0,Intel Core I3,Low-End,Small,Entry-level
Dell,339465.0,Intel,Yes,16,DDR4,1.8,LED,Intel,512,0,Intel Core I7,Upper Mid-End,Small,Entry-level
MSI,227048.5,Intel,Yes,16,DDR4,4.7,LCD,NVIDIA,512,0,Intel Core I7,Upper Mid-End,Medium,Mid-end
HP,215215.0,AMD,No,8,DDR4,2.0,LED,AMD,128,1024,AMD Ryzen 5,Mid-End,Medium,Entry-level
Acer,67620.0,AMD,Yes,4,DDR4,1.5,LED,AMD,0,1024,AMD A-Series,Low-End,Medium,Entry-level
Lenovo,118965.0,Intel,Yes,4,DDR4,1.2,LED,Intel,256,0,Intel Core I3,Low-End,Small,Entry-level
Dell,178465.0,Intel,Yes,8,DDR4,2.4,LED,NVIDIA,256,1024,Intel Core I5,Mid-End,Medium,Low-end
ASUS,197715.0,Intel,No,8,DDR4,1.3,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
HP,73465.0,AMD,No,4,DDR3,1.8,LED,AMD,0,500,AMD Other,Low-End,Medium,Entry-level
ASUS,317065.0,AMD,No,8,DDR4,3.0,LED,NVIDIA,512,0,AMD Ryzen 7,Upper Mid-End,Small,Mid-end
HP,118296.5,AMD,No,4,DDR4,2.4,LED,AMD,0,1024,AMD A-Series,Low-End,Medium,Entry-level
ASUS,122465.0,Intel,Yes,4,DDR3,2.3,LED,NVIDIA,0,1024,Intel Core I5,Mid-End,Medium,Entry-level
HP,116984.0,Intel,Yes,4,DDR3,1.6,LED,Intel,0,500,Intel Pentium,Low-End,Small,Entry-level
Lenovo,68876.5,AMD,No,4,DDR4,2.3,LED,AMD,0,1024,Athlon,Low-End,Medium,Low-end
MSI,188965.0,Intel,Yes,4,DDR4,2.7,LED,NVIDIA,0,1024,Intel Core I7,Upper Mid-End,Medium,Entry-level
ASUS,132965.0,Intel,No,8,DDR4,3.3,LCD,Intel,512,0,Intel Core I3,Low-End,Small,Entry-level
Other,349965.0,Intel,No,8,DDR3,2.4,LCD,Intel,256,0,Intel Core I5,Mid-End,Small,Entry-level
ASUS,79824.5,Intel,No,4,DDR4,2.2,LED,Intel,0,1024,Intel Core I3,Low-End,Medium,Entry-level
ASUS,150465.0,Intel,Yes,4,DDR3,2.3,LED,NVIDIA,0,1024,Intel Core I5,Mid-End,Medium,Entry-level
Lenovo,185115.0,AMD,Yes,8,DDR4,2.6,LED,AMD,128,1024,AMD Ryzen 3,Low-End,Small,Entry-level
ASUS,295750.0,Intel,No,16,DDR4,2.3,LED,NVIDIA,512,0,Intel Core I7,Upper Mid-End,Large,Mid-end
HP,78715.0,AMD,No,4,DDR3,2.0,LED,AMD,0,500,AMD A-Series,Low-End,Medium,Entry-level
ASUS,131215.0,AMD,Yes,8,DDR4,2.1,LED,AMD,256,1024,AMD Ryzen 5,Mid-End,Medium,Entry-level
ASUS,206465.0,Intel,No,8,DDR4,1.0,LED,Intel,1024,0,Intel Core I5,Mid-End,Small,Entry-level
Other,270896.5,Intel,No,4,DDR3,2.2,LED,Intel,128,0,Intel Other,Low-End,Small,Entry-level
ASUS,114236.5,Intel,Yes,4,DDR4,2.0,LED,NVIDIA,0,1024,Intel Core I3,Low-End,Medium,Entry-level
ASUS,101500.0,Intel,No,4,DDR3,2.0,LED,Intel,0,1024,Intel Core I3,Low-End,Medium,Entry-level
ASUS,202965.0,AMD,Yes,8,DDR4,2.1,LED,AMD,256,1024,AMD Ryzen 5,Mid-End,Medium,Low-end
ASUS,164465.0,Intel,No,8,DDR4,1.0,LED,Intel,256,0,Intel Core I5,Mid-End,Medium,Entry-level
ASUS,325465.0,Intel,Yes,16,DDR4,2.6,LED,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Medium,Mid-end
Other,409496.5,Intel,No,8,DDR3,2.2,LCD,Intel,256,0,Intel Core I7,Upper Mid-End,Small,Entry-level
ASUS,154959.0,AMD,Yes,8,DDR4,2.0,LED,AMD,512,0,AMD Ryzen 5,Mid-End,Medium,Entry-level
ASUS,251965.0,Intel,No,8,DDR4,2.7,LED,NVIDIA,512,0,Intel Core I5,Mid-End,Large,Mid-end
ASUS,304465.0,Intel,No,16,DDR5,2.0,LED,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
HP,148400.0,Intel,Yes,4,DDR4,2.3,LED,AMD,0,1024,Intel Core I5,Mid-End,Medium,Entry-level
ASUS,147000.0,Intel,No,4,DDR3,2.1,LED,NVIDIA,0,1024,Intel Core I3,Low-End,Medium,Entry-level
Apple,720650.0,Intel,No,16,DDR3,2.6,LED,AMD,256,0,Intel Core I7,Upper Mid-End,Medium,Low-end
HP,137865.0,Intel,Yes,4,DDR3,1.7,LED,AMD,0,500,Intel Core I3,Low-End,Medium,Entry-level
ASUS,118965.0,Intel,Yes,4,DDR4,2.1,LED,Intel,256,0,Intel Core I3,Low-End,Medium,Entry-level
HP,146300.0,Intel,Yes,4,DDR3,2.2,LED,NVIDIA,0,1024,Intel Core I5,Mid-End,Medium,Entry-level
ASUS,332465.0,Intel,Yes,8,DDR4,2.6,LED,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Medium,Mid-end
Dell,169050.0,Intel,Yes,4,DDR3,1.7,LED,AMD,0,1024,Intel Core I5,Mid-End,Small,Entry-level
HP,68246.5,AMD,Yes,4,DDR3,1.4,LED,AMD,0,500,AMD Other,Low-End,Medium,Entry-level
Lenovo,110215.0,Intel,Yes,4,DDR4,1.2,LCD,Intel,256,0,Intel Core I3,Low-End,Medium,Entry-level
HP,353727.5,Intel,No,8,DDR4,1.0,LED,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
HP,174965.0,Intel,No,8,DDR4,1.6,LED,Intel,256,0,Intel Core I5,Mid-End,Small,Entry-level
HP,165865.0,Intel,Yes,8,DDR3,2.1,LED,NVIDIA,0,1024,Intel Core I3,Low-End,Medium,Entry-level
Acer,129496.5,Intel,No,4,DDR4,2.0,LED,Intel,128,0,Intel Core I3,Low-End,Small,Entry-level
ASUS,517965.0,AMD,No,16,DDR3,3.3,LED,NVIDIA,1024,0,AMD Ryzen 7,Upper Mid-End,Medium,Mid-end
HP,160965.0,Intel,No,4,DDR3,1.6,LED,AMD,0,1024,Intel Core I5,Mid-End,Medium,Entry-level
MSI,489965.0,Intel,Yes,16,DDR4,2.8,LED,NVIDIA,256,1024,Intel Core I7,Upper Mid-End,Medium,Mid-end
HP,155543.5,Intel,No,4,DDR4,2.1,LED,Intel,256,0,Intel Core I3,Low-End,Small,Entry-level
HP,129465.0,Intel,Yes,4,DDR3,1.8,LED,Intel,0,500,Intel Core I3,Low-End,Medium,Entry-level
HP,104965.0,Intel,No,4,DDR4,2.0,LED,Intel,0,1024,Intel Core I3,Low-End,Small,Entry-level
HP,185465.0,Intel,Yes,8,DDR3,2.2,LED,NVIDIA,0,1024,Intel Core I5,Mid-End,Medium,Entry-level
HP,137515.0,Intel,Yes,4,DDR3,2.4,LED,Intel,0,500,Intel Core I3,Low-End,Medium,Entry-level
HP,244965.0,Intel,No,8,DDR4,2.7,LED,NVIDIA,0,1024,Intel Core I7,Upper Mid-End,Medium,Entry-level
HP,174965.0,Intel,Yes,4,DDR3,2.2,LED,NVIDIA,0,1024,Intel Core I5,Mid-End,Medium,Entry-level
