Brand,Price,Processor_Brand,RAM_Expandable,RAM_Size (GB),RAM_TYPE,Processer_speed,Display_type,GPU_Brand,SSD(GB),HDD(GB),Processor_Series,Processor_Tier,Display_Category,GPU_Tier
ASUS,137861.5,AMD,No,8,DDR4,2.6,LCD,AMD,512,0,AMD Ryzen 3,Low-End,Medium,Low-end
Lenovo,195965.0,AMD,No,16,DDR5,4.2,LCD,NVIDIA,512,0,AMD Ryzen 5,Mid-End,Medium,Mid-end
Other,146965.0,Intel,Yes,8,DDR4,2.4,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
Acer,216996.5,Intel,No,8,DDR4,1.7,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
Apple,454650.0,Apple,No,8,DDR5,3.5,LCD,Apple,256,0,Apple M-series,Apple M-series,Small,High-end
Lenovo,225750.0,Intel,No,16,DDR4,3.1,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
Dell,189339.5,Intel,Yes,8,DDR4,2.4,LED,Intel,256,1024,Intel Core I5,Mid-End,Medium,Entry-level
Lenovo,143465.0,Intel,Yes,8,DDR4,3.0,LCD,Intel,512,0,Intel Core I3,Low-End,Small,Entry-level
Dell,136115.0,Intel,Yes,8,DDR4,1.7,LCD,Intel,512,0,Intel Core I3,Low-End,Small,Entry-level
HP,255465.0,AMD,Yes,8,DDR4,4.2,LCD,NVIDIA,512,0,AMD Ryzen 5,Mid-End,Large,Mid-end
ASUS,143465.0,Intel,No,8,DDR4,1.2,LCD,Intel,512,0,Intel Core I3,Low-End,Medium,Entry-level
HP,159729.5,Intel,Yes,8,DDR4,4.0,LCD,Intel,0,1024,Intel Core I3,Low-End,Medium,Entry-level
ASUS,244965.0,Intel,No,16,DDR4,2.5,LED,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
ASUS,239711.5,Intel,No,16,DDR4,2.5,LED,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
ASUS,248465.0,Intel,No,16,DDR4,2.5,LED,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
HP,108465.0,AMD,Yes,8,DDR4,2.6,LCD,AMD,512,0,AMD Ryzen 3,Low-End,Medium,Low-end
HP,258965.0,Intel,No,16,DDR4,4.7,LCD,Intel,1024,0,Intel Core I5,Mid-End,Medium,Entry-level
HP,143465.0,Intel,No,8,DDR4,3.3,LCD,Intel,512,0,Intel Core I3,Low-End,Medium,Entry-level
Lenovo,178853.5,AMD,Yes,8,DDR4,3.3,LCD,NVIDIA,512,0,AMD Ryzen 5,Mid-End,Medium,Mid-end
Lenovo,234500.0,Intel,Yes,8,DDR4,2.5,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
Dell,243215.0,AMD,No,16,DDR4,3.3,LCD,NVIDIA,512,0,AMD Ryzen 5,Mid-End,Medium,Mid-end
ASUS,205800.0,AMD,No,8,DDR4,2.1,LED,AMD,512,0,AMD Ryzen 5,Mid-End,Small,Low-end
Acer,225368.5,Intel,No,8,DDR4,3.3,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
Dell,125492.5,AMD,Yes,8,DDR4,2.3,LED,AMD,0,1024,AMD Ryzen 3,Low-End,Medium,Low-end
Lenovo,178465.0,AMD,Yes,16,DDR4,3.4,LCD,NVIDIA,512,0,AMD Ryzen 5,Mid-End,Medium,Mid-end
Lenovo,236250.0,AMD,Yes,16,DDR5,3.3,LCD,NVIDIA,512,0,AMD Ryzen 5,Mid-End,Medium,Mid-end
Lenovo,206465.0,AMD,No,8,DDR4,2.1,LED,AMD,256,0,AMD Ryzen 5,Mid-End,Small,Low-end
ASUS,153965.0,Intel,No,8,DDR4,1.2,LCD,Intel,512,0,Intel Core I3,Low-End,Large,Entry-level
Acer,282128.0,Intel,Yes,8,DDR5,4.7,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,High-end
Acer,119875.0,AMD,No,8,DDR4,2.9,LCD,AMD,512,0,AMD Ryzen 5,Mid-End,Medium,Entry-level
Lenovo,227465.0,AMD,Yes,8,DDR5,3.1,LCD,NVIDIA,512,0,AMD Ryzen 7,Upper Mid-End,Medium,Mid-end
Lenovo,115465.0,Intel,Yes,8,DDR4,3.0,LCD,Intel,512,0,Intel Core I3,Low-End,Medium,Entry-level
Apple,524650.0,Apple,No,8,DDR5,3.5,LCD,Apple,512,0,Apple M-series,Apple M-series,Medium,High-end
ASUS,122465.0,Intel,Yes,8,DDR4,1.8,LCD,Intel,512,0,Intel Core I3,Low-End,Small,Entry-level
